Source Name	Sample Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Host Organism]	Term Source REF	Term Accession Number	Characteristics[Host Strain]	Characteristics[Animal Source]	Characteristics[Genotype]	Term Source REF	Term Accession Number	Characteristics[Sex]	Term Source REF	Term Accession Number	Factor Value[Age]	Unit	Term Source REF	Term Accession Number	Factor Value[Spaceflight]	Term Source REF	Term Accession Number	Factor Value[Duration]	Unit	Term Source REF	Term Accession Number	Factor Value[Euthanasia Location]	Factor Value[Dissection Condition]	Characteristics[Material Type]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Diet]	Parameter Value[Feeding Schedule]	Parameter Value[light cycle]	Parameter Value[habitat]	Parameter Value[Enrichment material]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Euthanasia Method]	Parameter Value[Sample Preservation Method]	Term Source REF	Term Accession Number	Parameter Value[Sample Storage Temperature]	Unit	Term Source REF	Term Accession Number	Comment[RFID]	Comment[Time between landing to euthanasia (day)]	Parameter Value[Carcass Preservation Method]	Comment[ALSDA Biospecimen ID]
HC_LAR_01	RRRM1_FCS_GC_LAR_YNG_GL1	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2B470B5E	2	Not Applicable	61248
HC_LAR_02	RRRM1_FCS_GC_LAR_YNG_GL2	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A3F417C	2	Not Applicable	61249
HC_LAR_03	RRRM1_FCS_GC_LAR_OLD_GL3	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E286E4B60	2	Not Applicable	61250
HC_LAR_04	RRRM1_FCS_GC_LAR_OLD_GL4	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E280E6E2C	2	Not Applicable	61251
HC_LAR_05	RRRM1_FCS_GC_LAR_YNG_GL5	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A237970	2	Not Applicable	61252
HC_LAR_06	RRRM1_FCS_GC_LAR_YNG_GL6	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A301153	2	Not Applicable	61253
HC_LAR_07	RRRM1_FCS_GC_LAR_OLD_GL7	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A421C51	2	Not Applicable	61254
HC_LAR_08	RRRM1_FCS_GC_LAR_OLD_GL8	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E272F7545	2	Not Applicable	61255
HC_LAR_11	RRRM1_FCS_GC_LAR_OLD_GL11	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E062A0A05	2	Not Applicable	61256
HC_LAR_12	RRRM1_FCS_GC_LAR_OLD_GL12	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2952377C	2	Not Applicable	61257
HC_LAR_13	RRRM1_FCS_GC_LAR_YNG_GL13	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E28396A32	2	Not Applicable	61258
HC_LAR_14	RRRM1_FCS_GC_LAR_YNG_GL14	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E29720F50	2	Not Applicable	61259
HC_LAR_15	RRRM1_FCS_GC_LAR_OLD_GL15	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2B48426A	2	Not Applicable	61260
HC_LAR_16	RRRM1_FCS_GC_LAR_OLD_GL16	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	32	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E28772822	2	Not Applicable	61261
HC_LAR_17	RRRM1_FCS_GC_LAR_YNG_GL17	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A31476E	2	Not Applicable	61262
HC_LAR_18	RRRM1_FCS_GC_LAR_YNG_GL18	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Ground Control	OSD	https://osdr.nasa.gov/	40	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Upon euthanasia	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Rodent Flight Hardware (Transporter and Habitat)	Hut	OSD	https://osdr.nasa.gov/	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Inhalation of Isoflurane	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A72031F	2	Not Applicable	61263
VC_ISS_02	RRRM1_FCS_VIV_ISS-T_YNG_VI2	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Vivarium Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Standard mouse vivarium cage	Igloo	DCM	http://dicom.nema.org/resources/ontology/DCM/127220	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2953022C	Not Applicable	-80C freezer	115702
VC_ISS_03	RRRM1_FCS_VIV_ISS-T_YNG_VI3	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Vivarium Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Standard mouse vivarium cage	Igloo	DCM	http://dicom.nema.org/resources/ontology/DCM/127220	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2B2B3819	Not Applicable	-80C freezer	115701
VC_ISS_04	RRRM1_FCS_VIV_ISS-T_YNG_VI4	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Vivarium Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Standard mouse vivarium cage	Igloo	DCM	http://dicom.nema.org/resources/ontology/DCM/127220	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2B09433C	Not Applicable	-80C freezer	115700
VC_ISS_05	RRRM1_FCS_VIV_ISS-T_YNG_VI5	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Vivarium Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Standard mouse vivarium cage	Igloo	DCM	http://dicom.nema.org/resources/ontology/DCM/127220	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E27481C53	Not Applicable	-80C freezer	115699
VC_ISS_06	RRRM1_FCS_VIV_ISS-T_YNG_VI6	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Vivarium Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Standard mouse vivarium cage	Igloo	DCM	http://dicom.nema.org/resources/ontology/DCM/127220	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E29387743	Not Applicable	-80C freezer	115698
VC_ISS_07	RRRM1_FCS_VIV_ISS-T_YNG_VI7	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Vivarium Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Standard mouse vivarium cage	Igloo	DCM	http://dicom.nema.org/resources/ontology/DCM/127220	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2A370C2D	Not Applicable	-80C freezer	115697
VC_ISS_08	RRRM1_FCS_VIV_ISS-T_YNG_VI8	Microbiota	MESH	http://purl.bioontology.org/ontology/MESH/D064307	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	BALB/cAnNTac	Taconic Biosciences	Wild Type	NCIT	http://purl.obolibrary.org/obo/NCIT_C62195	Female	MESH	http://purl.bioontology.org/ontology/MESH/D005260	10 to 12	week	UO	http://purl.obolibrary.org/obo/UO_0000034	Vivarium Control	OSD	https://osdr.nasa.gov/	23	day	UO	http://purl.obolibrary.org/obo/UO_0000033	On Earth	Carcass	Feces	MESH	http://purl.bioontology.org/ontology/MESH/D005243	Animal Husbandry	Nutrient Upgraded Rodent Food Bar (NuRFB)	ad libitum	12 h light/dark cycle	Standard mouse vivarium cage	Igloo	DCM	http://dicom.nema.org/resources/ontology/DCM/127220	sample collection	Bilateral thoracotomy with sedation, Cardiac puncture with sedation, Ketamine/xylazine injection	Liquid Nitrogen	NCIT	http://purl.obolibrary.org/obo/NCIT_C68796	-80	degree Celsius	UO	http://purl.obolibrary.org/obo/UO_0000027	6E2911D13	Not Applicable	-80C freezer	115696
