Sample Name	Protocol REF	Extract Name	Parameter Value[QA Assay]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Parameter Value[QA Instrument]	Parameter Value[gDNA fragment size]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Library QA Instrument]	Parameter Value[Library QA Assay]	Parameter Value[Fragment Size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Library Batch Number]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Base Caller]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[Human Reads Removed]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Host Contamination]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[MultiQC File Names]
RRRM1_FCS_GC_ISS-T_OLD_GI17	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_OLD_GI17	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12182	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	626	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI17_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI17_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12257707	read	SO	http://purl.obolibrary.org/obo/SO_0000150	17.63	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	50.99	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_OLD_GI18	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_OLD_GI18	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12476	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	523	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI18_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI18_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	9637970	read	SO	http://purl.obolibrary.org/obo/SO_0000150	21.42	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	62.4	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_OLD_GI19	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_OLD_GI19	Agilent gDNA ScreenTape Assay	7.1	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11797	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	585	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI19_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI19_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10192044	read	SO	http://purl.obolibrary.org/obo/SO_0000150	18.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	53.43	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_ISS-T_OLD_GI20	Nucleic Acid Extraction	RRRM1_FCS_GC_ISS-T_OLD_GI20	Agilent gDNA ScreenTape Assay	6.8	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14605	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	661	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI20_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_ISS-T_OLD_GI20_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11641965	read	SO	http://purl.obolibrary.org/obo/SO_0000150	16.78	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	50.72	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_YNG_GL1	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_YNG_GL1	Agilent gDNA ScreenTape Assay	5.8	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11871	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	579	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL1_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL1_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11621818	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.55	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	5.88	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_YNG_GL2	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_YNG_GL2	Agilent gDNA ScreenTape Assay	6.8	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11059	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	664	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL2_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL2_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12687453	read	SO	http://purl.obolibrary.org/obo/SO_0000150	8.54	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	17.78	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_OLD_GL3	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_OLD_GL3	Agilent gDNA ScreenTape Assay	6.9	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11828	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	651	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL3_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL3_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13356541	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.21	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	7.5	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_OLD_GL4	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_OLD_GL4	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	9724	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	680	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL4_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL4_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13445539	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.3	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	6.47	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_YNG_GL5	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_YNG_GL5	Agilent gDNA ScreenTape Assay	6.7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	9240	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	591	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL5_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL5_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13073047	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.24	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	6.59	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_YNG_GL6	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_YNG_GL6	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	8977	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	582	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL6_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL6_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14177266	read	SO	http://purl.obolibrary.org/obo/SO_0000150	7.33	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	4.11	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_OLD_GL7	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_OLD_GL7	Agilent gDNA ScreenTape Assay	6.2	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	13776	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	633	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL7_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL7_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	16902700	read	SO	http://purl.obolibrary.org/obo/SO_0000150	6.45	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	9.66	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_OLD_GL8	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_OLD_GL8	Agilent gDNA ScreenTape Assay	6.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14410	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	573	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL8_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL8_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14450433	read	SO	http://purl.obolibrary.org/obo/SO_0000150	9.34	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.97	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_OLD_GL11	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_OLD_GL11	Agilent gDNA ScreenTape Assay	7.3	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	11734	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	660	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL11_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL11_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	12834842	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.02	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	3.7	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_OLD_GL12	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_OLD_GL12	Agilent gDNA ScreenTape Assay	6.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	9661	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	654	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL12_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL12_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10989402	read	SO	http://purl.obolibrary.org/obo/SO_0000150	7.86	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	18.2	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_YNG_GL13	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_YNG_GL13	Agilent gDNA ScreenTape Assay	0	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	5153	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	656	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-064	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL13_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL13_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	11394408	read	SO	http://purl.obolibrary.org/obo/SO_0000150	9.38	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	24.71	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_YNG_GL14	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_YNG_GL14	Agilent gDNA ScreenTape Assay	6.3	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	10683	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	568	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-065	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL14_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL14_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13145092	read	SO	http://purl.obolibrary.org/obo/SO_0000150	5.22	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.68	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_OLD_GL15	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_OLD_GL15	Agilent gDNA ScreenTape Assay	6.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	19307	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	550	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL15_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL15_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	13735564	read	SO	http://purl.obolibrary.org/obo/SO_0000150	8.54	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	5.81	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_OLD_GL16	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_OLD_GL16	Agilent gDNA ScreenTape Assay	6.6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12227	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	683	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL16_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_OLD_GL16_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	8710485	read	SO	http://purl.obolibrary.org/obo/SO_0000150	29.13	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	99.81	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_YNG_GL17	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_YNG_GL17	Agilent gDNA ScreenTape Assay	6	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12536	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	551	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL17_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL17_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	15515523	read	SO	http://purl.obolibrary.org/obo/SO_0000150	10.57	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.86	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_GC_LAR_YNG_GL18	Nucleic Acid Extraction	RRRM1_FCS_GC_LAR_YNG_GL18	Agilent gDNA ScreenTape Assay	5.5	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	10929	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	598	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-063	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL18_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_GC_LAR_YNG_GL18_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	15005613	read	SO	http://purl.obolibrary.org/obo/SO_0000150	4.94	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	2.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_YNG_VI2	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_YNG_VI2	Agilent gDNA ScreenTape Assay	7	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	12760	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	714	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-067	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI2_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI2_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	14187299	read	SO	http://purl.obolibrary.org/obo/SO_0000150	24.35	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	77.03	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
RRRM1_FCS_VIV_ISS-T_YNG_VI3	Nucleic Acid Extraction	RRRM1_FCS_VIV_ISS-T_YNG_VI3	Agilent gDNA ScreenTape Assay	7.4	DIN	OSD	https://osdr.nasa.gov/	Agilent 4200 Tapestation	14162	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	Library Construction	DNA	PAIRED	Agilent 4200 Tapestation	D1000 ScreenTape	607	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	LIB-BATCH-066	Nucleic Acid Sequencing	Illumina NovaSeq 6000	bcl2fastq	251	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	metagenomics	GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI3_R1_HRremoved_raw.fastq.gz, GLDS-659_metagenomics_RRRM1_FCS_VIV_ISS-T_YNG_VI3_R2_HRremoved_raw.fastq.gz	human read contaminant filtering	10734052	read	SO	http://purl.obolibrary.org/obo/SO_0000150	25.33	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	host read estimation protocol	85.56	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GeneLab raw data processing protocol	GLDS-659_GMetagenomics_raw_multiqc_GLmetagenomics_report.zip
